perfil;red_social;tweets_post_totales;tweets_post_diarios;seguidores_fans_totales;seguidores_fans_diarios;fecha
Universidades e Investigación - JCyL;TWITTER;18846;3;3112;0;2022-09-19
Empresas JCYL - ICE;TWITTER;7987;5;2802;2;2022-09-19
Empleo en Castilla y León;FACEBOOK;7758;3;11936;18;2022-09-19
Salud+JCYL;FACEBOOK;12955;0;49652;0;2022-09-19
Museos de Castilla y León;FACEBOOK;8051;2;7410;1;2022-09-19
Atención al ciudadano 012;TWITTER;28446;0;11421;1;2022-09-18
Pasarela Castilla y León;TWITTER;1715;0;615;0;2022-09-18
Cultura de Castilla y León;TWITTER;29812;5;11693;-2;2022-09-18
Marca Territorio;TWITTER;39995;2;15456;5;2022-09-18
Museos de Castilla y León;TWITTER;32659;9;25713;6;2022-09-18
Educación;TWITTER;40008;6;55830;18;2022-09-18
Trabajo y Prevención de Castilla y León;TWITTER;13255;5;3545;3;2022-09-18
Gobierno Abierto de Castilla y León Transparencia;TWITTER;6820;0;3500;1;2022-09-18
Familia;FACEBOOK;151;1;1519;1;2022-09-18
Centro de Emergencias Castilla y León 112;FACEBOOK;19060;5;18669;2;2022-09-18
Instituto de la Juventud de Castilla y León;FACEBOOK;16299;0;16411;13;2022-09-18
ECLAP Escuela de Administración Pública;FACEBOOK;5162;2;3680;1;2022-09-18
Empleo en Castilla y León;TWITTER;18578;6;7663;-1;2022-09-17
ECLAP Escuela de Administración Pública;TWITTER;29269;7;5252;-1;2022-09-17
Castilla y León Digital;TWITTER;22233;5;5902;0;2022-09-17
ITACYL Instituto Técnico Agrario;TWITTER;4003;4;2393;1;2022-09-17
Tierra de Sabor;FACEBOOK;12252;4;49648;9;2022-09-17
FUESCYL Fundación Universidades;TWITTER;22982;1;3594;1;2022-09-17
Comunicación Junta de Castilla y León;FACEBOOK;12225;1;34625;2;2022-09-17
Castilla y León Digital;FACEBOOK;6702;3;2970;1;2022-09-17
ECLAP Escuela de Administración Pública;FACEBOOK;5160;1;3679;2;2022-09-17
Universidades e Investigación - JCyL;TWITTER;18838;5;3112;1;2022-09-17
ECLAP Escuela de Administración Pública;TWITTER;29262;10;5253;1;2022-09-16
Empresas JCYL - ICE;TWITTER;7978;4;2798;2;2022-09-16
Archivos de Castilla y León;FACEBOOK;8417;2;6273;1;2022-09-16
Patrimonio Natural;FACEBOOK;3910;1;6891;1;2022-09-15
Gobierno Abierto de Castilla y León Transparencia;TWITTER;6820;0;3500;0;2022-09-15
sacylinnova;TWITTER;898;0;399;0;2022-09-15
Turismo Castilla y León es Vida;FACEBOOK;24510;2;85001;6;2022-09-14
Atención al ciudadano 012;TWITTER;28418;10;11410;2;2022-09-14
Instituto de la Juventud de Castilla y León;FACEBOOK;16282;6;16393;3;2022-09-14
Salud+JCYL;FACEBOOK;12955;0;49656;-1;2022-09-14
sacylinnova;TWITTER;898;0;399;0;2022-09-14
Empleo en Castilla y León;FACEBOOK;7725;3;11904;9;2022-09-14
Empresas JCYL - ICE;TWITTER;7967;3;2793;0;2022-09-13
Museos de Castilla y León;FACEBOOK;8037;2;7396;1;2022-09-13
Tierra de Sabor;TWITTER;42595;47;28237;13;2022-09-13
Educación;TWITTER;39951;11;55746;12;2022-09-13
Centro de Emergencias Castilla y León 112;FACEBOOK;19019;7;18649;1;2022-09-12
Turismo Castilla y León es Vida;FACEBOOK;24501;1;84985;5;2022-09-12
Atención al ciudadano 012;TWITTER;28398;9;11404;-3;2022-09-12
Educación;TWITTER;39940;7;55734;23;2022-09-12
FUESCYL Fundación Universidades;TWITTER;22953;4;3592;0;2022-09-12
Empleo en Castilla y León;TWITTER;18524;13;7652;3;2022-09-12
Museos de Castilla y León;TWITTER;32599;10;25680;0;2022-09-12
Salud+JCYL;FACEBOOK;12955;0;49661;1;2022-09-11
Turismo Castilla y León es Vida;FACEBOOK;24500;2;84980;4;2022-09-11
Pasarela Castilla y León;FACEBOOK;793;0;5773;0;2022-09-11
ECLAP Escuela de Administración Pública;FACEBOOK;5153;1;3675;0;2022-09-10
Patrimonio Castilla y León;TWITTER;1462;3;1584;0;2022-09-10
Museos de Castilla y León;FACEBOOK;8030;2;7392;0;2022-09-10
Tierra de Sabor;TWITTER;42544;4;28214;-1;2022-09-10
Salud+JCYL;FACEBOOK;12955;0;49660;0;2022-09-10
Castilla y León Exterior;FACEBOOK;2062;0;832;0;2022-09-10
Patrimonio Natural;FACEBOOK;3905;2;6886;-1372;2022-09-09
Castilla y León Digital;FACEBOOK;6680;1;2964;-1;2022-09-09
Marca Territorio;FACEBOOK;5351;3;3460;0;2022-09-09
Castilla y León Digital;TWITTER;22189;5;5891;3;2022-09-09
FUESCYL Fundación Universidades;TWITTER;22949;5;3592;0;2022-09-09
Empresas JCYL - ICE;TWITTER;7959;5;2790;0;2022-09-09
Empresas JCYL - ICE;TWITTER;7954;2;2790;1;2022-09-08
Patrimonio Natural;FACEBOOK;3903;0;8258;1;2022-09-08
Educación;TWITTER;39904;3;55655;16;2022-09-08
sacylinnova;TWITTER;898;0;400;0;2022-09-08
Naturaleza Castilla y León;TWITTER;6105;9;14459;2;2022-09-08
Universidades e Investigación - JCyL;TWITTER;18797;2;3104;0;2022-09-07
ECLAP Escuela de Administración Pública;TWITTER;29184;8;5237;1;2022-09-07
Castilla y León Digital;FACEBOOK;6676;3;2963;0;2022-09-07
Archivos de Castilla y León;FACEBOOK;8398;2;6270;2;2022-09-07
Marca Territorio;FACEBOOK;5345;3;3461;-1;2022-09-07
Patrimonio Natural;TWITTER;24585;7;8312;1;2022-09-06
Naturaleza Castilla y León;TWITTER;6086;15;14453;-1;2022-09-06
Castilla y León Digital;FACEBOOK;6673;1;2963;0;2022-09-06
CREFES Formación y Estudios Sociales;FACEBOOK;6695;3;3417;0;2022-09-06
Educación;TWITTER;39893;9;55615;20;2022-09-06
Centro de Emergencias Castilla y León 112;TWITTER;31830;14;78316;12;2022-09-06
Pasarela Castilla y León;TWITTER;1715;0;614;0;2022-09-06
Turismo Castilla y León es Vida;FACEBOOK;24485;2;84841;139;2022-09-05
ITACYL Instituto Técnico Agrario;TWITTER;3968;7;2378;0;2022-09-05
Familia;TWITTER;4946;8;2830;1;2022-09-05
ECLAP Escuela de Administración Pública;FACEBOOK;5148;1;3670;0;2022-09-05
Castilla y León Digital;FACEBOOK;6672;4;2963;0;2022-09-05
Gobierno Abierto de Castilla y León Transparencia;TWITTER;6820;0;3496;0;2022-09-05
ECLAP Escuela de Administración Pública;TWITTER;29168;8;5234;-1;2022-09-05
Castilla y León Digital;TWITTER;22168;5;5887;2;2022-09-05
Cultura de Castilla y León;TWITTER;29720;5;11683;2;2022-09-05
Patrimonio Castilla y León;TWITTER;1436;5;1564;4;2022-09-05
Castilla y León Digital;FACEBOOK;6668;3;2963;0;2022-09-04
Turismo Castilla y León es Vida;FACEBOOK;24483;2;84702;72;2022-09-04
Pasarela Castilla y León;TWITTER;1715;0;614;0;2022-09-04
Marca Territorio;FACEBOOK;5336;3;3461;0;2022-09-04
Salud+JCYL;FACEBOOK;12955;0;49657;-1;2022-09-03
Tierra de Sabor;FACEBOOK;12184;6;49400;50;2022-09-03
FUESCYL Fundación Universidades;FACEBOOK;12592;0;3272;1;2022-09-03
Pasarela Castilla y León;FACEBOOK;792;0;5771;1;2022-09-03
Comunicación Junta de Castilla y León;TWITTER;62713;9;75554;15;2022-09-03
ECLAP Escuela de Administración Pública;TWITTER;29146;9;5233;3;2022-09-02
Castilla y León Exterior;FACEBOOK;2062;0;829;0;2022-09-02
sacylinnova;TWITTER;898;0;401;0;2022-09-02
Archivos de Castilla y León;FACEBOOK;8387;2;6268;1;2022-09-02
Turismo Castilla y León es Vida;FACEBOOK;24478;4;84560;32;2022-09-02
Patrimonio Natural;TWITTER;24568;4;8309;-1;2022-09-02
Tierra de Sabor;FACEBOOK;12178;5;49350;24;2022-09-02
Atención al ciudadano 012;TWITTER;28313;8;11379;11;2022-09-01
Energía EREN;TWITTER;17126;1;3242;1;2022-09-01
Trabajo y Prevención de Castilla y León;TWITTER;13133;8;3514;2;2022-09-01
sacylinnova;TWITTER;898;0;401;1;2022-09-01
Museos de Castilla y León;FACEBOOK;8012;2;7267;0;2022-09-01
Familia;FACEBOOK;138;2;1508;0;2022-09-01
Educación;TWITTER;39811;7;55527;20;2022-08-31
Turismo Castilla y León es Vida;FACEBOOK;24469;3;84516;9;2022-08-31
Pasarela Castilla y León;TWITTER;1715;0;614;0;2022-08-31
Patrimonio Natural;TWITTER;24561;3;8311;2;2022-08-31
Castilla y León Digital;FACEBOOK;6658;3;2962;0;2022-08-31
Familia;TWITTER;4923;0;2822;0;2022-08-30
Energía EREN;TWITTER;17125;2;3241;1;2022-08-30
Tierra de Sabor;FACEBOOK;12167;4;49316;-1;2022-08-30
Patrimonio Castilla y León;TWITTER;1400;6;1525;10;2022-08-29
ITACYL Instituto Técnico Agrario;TWITTER;3948;4;2373;0;2022-08-29
Naturaleza Castilla y León;TWITTER;5988;12;14368;17;2022-08-29
Empleo en Castilla y León;FACEBOOK;7646;4;11830;3;2022-08-29
Instituto de la Juventud de Castilla y León;FACEBOOK;16213;6;16324;6;2022-08-29
Patrimonio Natural;TWITTER;24555;3;8308;0;2022-08-29
Comunicación Junta de Castilla y León;FACEBOOK;12156;3;34555;11;2022-08-28
Salud+JCYL;FACEBOOK;12955;0;49659;1;2022-08-28
Patrimonio Natural;FACEBOOK;3895;1;8250;1;2022-08-28
Cultura de Castilla y León;TWITTER;29657;6;11667;2;2022-08-27
Centro de Emergencias Castilla y León 112;FACEBOOK;18918;4;18604;11;2022-08-27
Energía EREN;TWITTER;17119;0;3239;2;2022-08-27
Empresas JCYL - ICE;TWITTER;7921;1;2787;0;2022-08-27
ITACYL Instituto Técnico Agrario;TWITTER;3943;1;2373;1;2022-08-27
ITACYL Instituto Técnico Agrario;FACEBOOK;291;1;1973;0;2022-08-27
Patrimonio Natural;TWITTER;24549;3;8303;0;2022-08-27
Instituto de la Juventud de Castilla y León;FACEBOOK;16207;2;16284;33;2022-08-27
Marca Territorio;FACEBOOK;5312;3;3464;0;2022-08-27
Comunicación Junta de Castilla y León;TWITTER;62623;12;75319;14;2022-08-26
Tierra de Sabor;TWITTER;42449;3;28180;-1;2022-08-26
Salud+JCYL;TWITTER;41677;11;39926;7;2022-08-26
Empleo en Castilla y León;TWITTER;18366;10;7584;3;2022-08-26
Centro de Emergencias Castilla y León 112;FACEBOOK;18914;8;18593;-2;2022-08-26
Empleo en Castilla y León;FACEBOOK;7636;4;11823;5;2022-08-26
Salud+JCYL;FACEBOOK;12955;0;49659;-3;2022-08-25
Educación;TWITTER;39753;2;55451;15;2022-08-25
ITACYL Instituto Técnico Agrario;FACEBOOK;289;3;1973;4;2022-08-25
Cultura de Castilla y León;TWITTER;29643;8;11664;6;2022-08-25
Patrimonio Natural;FACEBOOK;3893;1;8244;2;2022-08-25
Tierra de Sabor;TWITTER;42442;5;28177;8;2022-08-24
Castilla y León Digital;FACEBOOK;6640;4;2961;1;2022-08-24
ITACYL Instituto Técnico Agrario;FACEBOOK;286;3;1969;0;2022-08-24
Trabajo y Prevención de Castilla y León;TWITTER;13080;7;3485;1;2022-08-24
ECLAP Escuela de Administración Pública;FACEBOOK;5136;1;3667;1;2022-08-24
Comunicación Junta de Castilla y León;FACEBOOK;12140;3;34513;1;2022-08-24
Salud+JCYL;TWITTER;41644;10;39903;13;2022-08-23
Familia;FACEBOOK;133;1;1504;0;2022-08-23
Castilla y León Digital;TWITTER;22103;5;5870;2;2022-08-23
Deporte en Castilla y León;TWITTER;2051;10;742;2;2022-08-23
Marca Territorio;TWITTER;39921;3;15385;6;2022-08-23
Universidades e Investigación - JCyL;TWITTER;18721;5;3091;3;2022-08-23
Instituto de la Juventud de Castilla y León;TWITTER;47202;12;18877;4;2022-08-23
Familia;FACEBOOK;132;1;1504;1;2022-08-22
CREFES Formación y Estudios Sociales;FACEBOOK;6685;0;3413;0;2022-08-22
ITACYL Instituto Técnico Agrario;FACEBOOK;280;1;1965;6;2022-08-22
FUESCYL Fundación Universidades;TWITTER;22892;2;3585;-1;2022-08-21
Naturaleza Castilla y León;TWITTER;5907;9;14251;16;2022-08-21
Comunicación Junta de Castilla y León;TWITTER;;;;;2022-08-21
Instituto de la Juventud de Castilla y León;TWITTER;47176;3;18873;2;2022-08-21
Turismo Castilla y León es Vida;TWITTER;70357;15;118150;120;2022-08-21
CREFES Formación y Estudios Sociales;FACEBOOK;6685;0;3413;0;2022-08-21
ECLAP Escuela de Administración Pública;TWITTER;;;;;2022-08-21
ITACYL Instituto Técnico Agrario;TWITTER;3928;1;2367;1;2022-08-20
Comunicación Junta de Castilla y León;TWITTER;62562;6;75248;18;2022-08-20
CREFES Formación y Estudios Sociales;FACEBOOK;6685;1;3413;0;2022-08-20
Universidades e Investigación - JCyL;TWITTER;18706;5;3086;1;2022-08-20
Empresas JCYL - ICE;TWITTER;7913;1;2787;0;2022-08-20
Familia;TWITTER;4899;7;2812;5;2022-08-19
Comunicación Junta de Castilla y León;FACEBOOK;12131;5;34489;5;2022-08-19
Gobierno Abierto de Castilla y León Transparencia;TWITTER;6820;0;3493;1;2022-08-19
Educación;TWITTER;39738;2;55345;9;2022-08-18
ITACYL Instituto Técnico Agrario;FACEBOOK;274;1;1954;1;2022-08-18
Pasarela Castilla y León;FACEBOOK;778;1;5762;-1;2022-08-18
Marca Territorio;TWITTER;39906;3;15367;4;2022-08-18
Atención al ciudadano 012;TWITTER;28202;10;11314;2;2022-08-18
CREFES Formación y Estudios Sociales;FACEBOOK;6684;1;3413;0;2022-08-18
ITACYL Instituto Técnico Agrario;TWITTER;3921;5;2366;2;2022-08-17
Marca Territorio;TWITTER;39900;3;15359;5;2022-08-16
Pasarela Castilla y León;TWITTER;1715;0;614;-1;2022-08-16
Empleo en Castilla y León;TWITTER;18263;10;7543;2;2022-08-16
Gobierno Abierto de Castilla y León Transparencia;TWITTER;6820;0;3490;1;2022-08-16
Salud+JCYL;TWITTER;41572;10;39851;7;2022-08-16
Museos de Castilla y León;FACEBOOK;7978;2;7131;13;2022-08-16
Instituto de la Juventud de Castilla y León;TWITTER;47125;4;18862;0;2022-08-15
Universidades e Investigación - JCyL;TWITTER;18681;5;3082;1;2022-08-15
Tierra de Sabor;FACEBOOK;12114;4;48952;15;2022-08-15
Turismo Castilla y León es Vida;TWITTER;70262;;117926;;2022-08-15
Archivos de Castilla y León;FACEBOOK;8348;3;6260;0;2022-08-15
Atención al ciudadano 012;TWITTER;28173;0;11306;0;2022-08-15
Energía EREN;TWITTER;17096;1;3236;1;2022-08-14
Pasarela Castilla y León;FACEBOOK;774;1;5763;0;2022-08-14
Familia;FACEBOOK;123;0;1491;7;2022-08-14
Energía EREN;TWITTER;17095;2;3235;2;2022-08-13
Castilla y León Digital;TWITTER;22054;6;5856;0;2022-08-13
Educación;TWITTER;39729;1;55296;2;2022-08-13
Castilla y León Exterior;FACEBOOK;2062;0;826;0;2022-08-13
Turismo Castilla y León es Vida;FACEBOOK;24426;2;83900;9;2022-08-13
Museos de Castilla y León;TWITTER;32306;9;25551;2;2022-08-13
Archivos de Castilla y León;FACEBOOK;8343;4;6260;1;2022-08-13
Familia;TWITTER;4879;10;2803;5;2022-08-12
Centro de Emergencias Castilla y León 112;FACEBOOK;18820;8;18555;2;2022-08-12
FUESCYL Fundación Universidades;FACEBOOK;12570;1;3263;1;2022-08-12
Familia;TWITTER;4869;5;2798;3;2022-08-11
Tierra de Sabor;FACEBOOK;12102;7;48903;42;2022-08-11
Familia;FACEBOOK;118;2;1485;1;2022-08-11
Cultura de Castilla y León;TWITTER;29549;6;11628;5;2022-08-11
Marca Territorio;TWITTER;39886;3;15346;5;2022-08-11
Museos de Castilla y León;TWITTER;32288;9;25540;4;2022-08-11
Energía EREN;TWITTER;17087;1;3229;0;2022-08-11
Instituto de la Juventud de Castilla y León;TWITTER;47098;15;18859;5;2022-08-10
sacylinnova;TWITTER;898;0;398;0;2022-08-10
Familia;TWITTER;4864;7;2795;4;2022-08-10
Universidades e Investigación - JCyL;TWITTER;18656;5;3077;0;2022-08-10
sacylinnova;TWITTER;898;0;398;0;2022-08-09
ITACYL Instituto Técnico Agrario;TWITTER;3905;2;2358;2;2022-08-09
Comunicación Junta de Castilla y León;FACEBOOK;12098;4;34449;2;2022-08-09
Salud+JCYL;TWITTER;41482;11;39756;20;2022-08-08
Empresas JCYL - ICE;TWITTER;7887;4;2784;0;2022-08-08
Naturaleza Castilla y León;TWITTER;5748;18;13900;108;2022-08-08
Familia;FACEBOOK;111;1;1482;1;2022-08-08
Centro de Emergencias Castilla y León 112;TWITTER;31439;15;77951;32;2022-08-08
Familia;FACEBOOK;110;0;1481;0;2022-08-07
Archivos de Castilla y León;FACEBOOK;8329;2;6255;-1;2022-08-07
Turismo Castilla y León es Vida;FACEBOOK;24394;2;83809;2;2022-08-07
Marca Territorio;TWITTER;39874;3;15321;5;2022-08-07
ECLAP Escuela de Administración Pública;TWITTER;28926;8;5163;1;2022-08-07
Comunicación Junta de Castilla y León;TWITTER;62440;7;74828;38;2022-08-06
Tierra de Sabor;TWITTER;42369;2;28119;2;2022-08-06
Trabajo y Prevención de Castilla y León;TWITTER;12965;4;3439;2;2022-08-06
Atención al ciudadano 012;TWITTER;28112;5;11244;7;2022-08-06
Castilla y León Digital;FACEBOOK;6590;3;2954;0;2022-08-06
Centro de Emergencias Castilla y León 112;TWITTER;31386;13;77871;27;2022-08-05
Educación;TWITTER;39703;6;55233;20;2022-08-05
Museos de Castilla y León;FACEBOOK;7956;2;7082;2;2022-08-05
ECLAP Escuela de Administración Pública;FACEBOOK;5117;1;3661;-1;2022-08-05
Gobierno Abierto de Castilla y León Transparencia;TWITTER;6820;0;3484;0;2022-08-05
sacylinnova;TWITTER;898;0;398;1;2022-08-05
Tierra de Sabor;TWITTER;42367;4;28117;2;2022-08-05
Centro de Emergencias Castilla y León 112;TWITTER;31373;16;77844;20;2022-08-04
Gobierno Abierto de Castilla y León Transparencia;TWITTER;6820;0;3484;1;2022-08-04
Tierra de Sabor;TWITTER;42363;3;28115;-2;2022-08-04
Instituto de la Juventud de Castilla y León;FACEBOOK;16088;6;16129;24;2022-08-04
Turismo Castilla y León es Vida;FACEBOOK;24384;2;83791;3;2022-08-04
Centro de Emergencias Castilla y León 112;TWITTER;31357;13;77824;3;2022-08-03
Turismo Castilla y León es Vida;TWITTER;70131;14;117678;3;2022-08-03
CREFES Formación y Estudios Sociales;FACEBOOK;6664;2;3410;0;2022-08-03
Castilla y León Digital;FACEBOOK;6579;1;2952;0;2022-08-02
Trabajo y Prevención de Castilla y León;TWITTER;12939;7;3430;4;2022-08-02
Pasarela Castilla y León;TWITTER;1715;0;615;0;2022-08-02
sacylinnova;TWITTER;898;0;397;0;2022-08-02
Familia;TWITTER;4843;5;2781;1;2022-08-02
Atención al ciudadano 012;TWITTER;28066;13;11221;2;2022-08-01
Educación;TWITTER;39684;8;55178;15;2022-08-01
Patrimonio Natural;FACEBOOK;3874;1;8221;0;2022-08-01
ITACYL Instituto Técnico Agrario;FACEBOOK;245;2;1944;0;2022-08-01
Tierra de Sabor;FACEBOOK;12065;5;48805;-3;2022-08-01
Instituto de la Juventud de Castilla y León;FACEBOOK;16068;7;16101;5;2022-08-01
Empleo en Castilla y León;FACEBOOK;7548;5;11689;7;2022-08-01
Castilla y León Digital;FACEBOOK;6578;4;2952;1;2022-08-01
Cultura de Castilla y León;TWITTER;29492;5;11594;2;2022-07-31
FUESCYL Fundación Universidades;TWITTER;22828;0;3580;2;2022-07-31
Turismo Castilla y León es Vida;TWITTER;70086;10;117619;9;2022-07-31
Museos de Castilla y León;FACEBOOK;7945;2;7074;0;2022-07-31
Patrimonio Castilla y León;TWITTER;1258;3;1284;6;2022-07-31
Centro de Emergencias Castilla y León 112;TWITTER;31317;15;77786;8;2022-07-31
Turismo Castilla y León es Vida;FACEBOOK;24371;2;83771;9;2022-07-31
Atención al ciudadano 012;TWITTER;28053;0;11219;2;2022-07-31
Turismo Castilla y León es Vida;TWITTER;70076;13;117610;20;2022-07-30
Turismo Castilla y León es Vida;FACEBOOK;24369;2;83762;12;2022-07-30
Empleo en Castilla y León;FACEBOOK;7540;3;11679;5;2022-07-30
Museos de Castilla y León;FACEBOOK;7943;2;7074;0;2022-07-30
Instituto de la Juventud de Castilla y León;TWITTER;46983;7;18842;0;2022-07-30
Energía EREN;TWITTER;17056;0;3227;0;2022-07-30
Instituto de la Juventud de Castilla y León;FACEBOOK;16061;1;16089;9;2022-07-30
sacylinnova;TWITTER;898;0;397;0;2022-07-29
Marca Territorio;FACEBOOK;5234;0;3457;0;2022-07-29
Centro de Emergencias Castilla y León 112;TWITTER;31287;16;77759;4;2022-07-29
Patrimonio Natural;FACEBOOK;3872;2;8219;0;2022-07-28
Turismo Castilla y León es Vida;FACEBOOK;25778;0;88155;-6;2023-12-31
ECLAP Escuela de Administración Pública;FACEBOOK;5755;2;3938;1;2023-12-31
Instituto de la Juventud de Castilla y León;FACEBOOK;18501;3;17962;9;2023-12-30
Patrimonio Natural;FACEBOOK;4377;1;7534;0;2023-12-29
Patrimonio Natural;FACEBOOK;4376;1;7534;1;2023-12-28
CREFES Formación y Estudios Sociales;FACEBOOK;6776;0;3455;0;2023-12-28
Familia;FACEBOOK;812;1;2064;0;2023-12-28
ECLAP Escuela de Administración Pública;FACEBOOK;5751;1;3934;0;2023-12-28
Pasarela Castilla y León;FACEBOOK;921;0;5783;0;2023-12-27
Castilla y León Digital;FACEBOOK;8090;5;3404;0;2023-12-27
ECLAP Escuela de Administración Pública;FACEBOOK;5749;1;3934;0;2023-12-26
Empleo en Castilla y León;FACEBOOK;12360;1;14112;4;2023-12-25
Instituto de la Juventud de Castilla y León;FACEBOOK;18480;1;17954;1;2023-12-25
Archivos de Castilla y León;FACEBOOK;9358;1;6906;-1;2023-12-25
Tierra de Sabor;FACEBOOK;13768;2;58751;0;2023-12-24
ECLAP Escuela de Administración Pública;FACEBOOK;5746;2;3933;1;2023-12-24
Familia;FACEBOOK;808;1;2061;0;2023-12-24
ITACYL Instituto Técnico Agrario;FACEBOOK;1302;1;2260;2;2023-12-23
Castilla y León Exterior;FACEBOOK;2131;1;884;0;2023-12-22
Centro de Emergencias Castilla y León 112;FACEBOOK;21513;5;19989;4;2023-12-21
CREFES Formación y Estudios Sociales;FACEBOOK;6776;0;3456;0;2023-12-20
Marca Territorio;FACEBOOK;5927;1;3604;2;2023-12-20
Centro de Emergencias Castilla y León 112;FACEBOOK;21508;6;19985;1;2023-12-20
Familia;FACEBOOK;803;3;2060;2;2023-12-20
Castilla y León Digital;FACEBOOK;8063;4;3401;0;2023-12-19
Tierra de Sabor;FACEBOOK;13754;3;58744;14;2023-12-18
Museos de Castilla y León;FACEBOOK;9028;2;7983;0;2023-12-17
Familia;FACEBOOK;797;0;2057;0;2023-12-17
CREFES Formación y Estudios Sociales;FACEBOOK;6776;0;3457;0;2023-12-16
Tierra de Sabor;FACEBOOK;13749;3;58730;0;2023-12-16
Museos de Castilla y León;FACEBOOK;9022;2;7983;-1;2023-12-14
Instituto de la Juventud de Castilla y León;FACEBOOK;18420;5;17905;3;2023-12-11
ITACYL Instituto Técnico Agrario;FACEBOOK;1270;2;2253;0;2023-12-08
Instituto de la Juventud de Castilla y León;FACEBOOK;18410;4;17903;1;2023-12-08
Marca Territorio;FACEBOOK;5915;1;3575;0;2023-12-07
Empleo en Castilla y León;FACEBOOK;12157;16;14045;3;2023-12-04
Castilla y León Exterior;FACEBOOK;2126;1;883;0;2023-12-04
Instituto de la Juventud de Castilla y León;FACEBOOK;18385;2;17898;0;2023-12-03
