perfil;red_social;tweets_post_totales;tweets_post_diarios;seguidores_fans_totales;seguidores_fans_diarios;fecha
ECLAP Escuela de Administración Pública;TWITTER;26338;9;4545;0;2021-11-05
ECLAP Escuela de Administración Pública;FACEBOOK;4741;2;3216;2;2021-11-05
Naturaleza Castilla y León;TWITTER;3557;8;6303;12;2021-11-05
Universidades e Investigación - JCyL;TWITTER;16069;10;2743;2;2021-11-05
Empleo en Castilla y León;TWITTER;15192;16;6494;4;2021-11-05
Salud+JCYL;FACEBOOK;12881;1;21168;6;2021-11-05
Castilla y León Digital;FACEBOOK;5964;2;2458;2;2021-11-05
FUESCYL Fundación Universidades;FACEBOOK;11928;7;2837;0;2021-11-05
Pasarela Castilla y León;TWITTER;1711;0;608;0;2021-11-05
Marca Territorio;TWITTER;39073;3;14435;2;2021-11-04
Centro de Emergencias Castilla y León 112;TWITTER;28613;8;75000;4;2021-11-04
Comunicación Junta de Castilla y León;FACEBOOK;10830;;27911;;2021-11-04
Instituto de la Juventud de Castilla y León;FACEBOOK;14524;;13675;;2021-11-04
Tierra de Sabor;TWITTER;40737;0;27518;7;2021-11-04
Empresas JCYL - ICE;TWITTER;6837;1;2506;0;2021-11-03
Gobierno Abierto de Castilla y León Transparencia;TWITTER;5128;6;3161;4;2021-11-03
Naturaleza Castilla y León;TWITTER;3541;8;6283;6;2021-11-03
Cultura de Castilla y León;TWITTER;27482;11;10763;2;2021-11-02
Universidades e Investigación - JCyL;TWITTER;16031;17;2734;1;2021-11-02
Pasarela Castilla y León;TWITTER;1710;0;608;-1;2021-11-02
Educación;TWITTER;36399;14;50341;7;2021-11-02
Tierra de Sabor;TWITTER;40737;0;27509;9;2021-11-02
Comunicación Junta de Castilla y León;TWITTER;59459;13;66793;14;2021-11-02
ECLAP Escuela de Administración Pública;TWITTER;26311;9;4534;0;2021-11-02
Instituto de la Juventud de Castilla y León;TWITTER;43851;11;18190;0;2021-11-02
Salud+JCYL;TWITTER;38609;13;35727;9;2021-11-02
Turismo Castilla y León es Vida;FACEBOOK;22952;5;82798;8;2021-11-02
Patrimonio Natural;FACEBOOK;3496;1;6375;0;2021-11-01
Turismo Castilla y León es Vida;TWITTER;66118;17;111609;27;2021-11-01
ECLAP Escuela de Administración Pública;FACEBOOK;4736;1;3211;2;2021-11-01
Salud+JCYL;FACEBOOK;12876;0;21154;8;2021-10-31
Museos de Castilla y León;FACEBOOK;7329;2;6847;0;2021-10-31
Educación;TWITTER;36378;6;50323;11;2021-10-31
FUESCYL Fundación Universidades;TWITTER;21306;3;3397;2;2021-10-31
Patrimonio Castilla y León;TWITTER;818;3;651;5;2021-10-31
Castilla y León Digital;FACEBOOK;5954;3;2454;0;2021-10-31
Empresas JCYL - ICE;TWITTER;6829;0;2507;0;2021-10-31
Archivos de Castilla y León;FACEBOOK;7656;2;5639;3;2021-10-30
Castilla y León Digital;TWITTER;20429;4;5490;-1;2021-10-30
Educación;TWITTER;36372;7;50312;-7;2021-10-30
Turismo Castilla y León es Vida;TWITTER;66071;17;111547;20;2021-10-29
Energía EREN;TWITTER;16082;12;3014;0;2021-10-29
Trabajo y Prevención de Castilla y León;TWITTER;10711;19;2592;5;2021-10-29
Marca Territorio;FACEBOOK;4609;5;2553;0;2021-10-29
Trabajo y Prevención de Castilla y León;TWITTER;10692;8;2587;2;2021-10-28
Marca Territorio;TWITTER;39050;2;14412;7;2021-10-28
Gobierno Abierto de Castilla y León Transparencia;TWITTER;5078;7;3138;1;2021-10-28
Patrimonio Castilla y León;TWITTER;804;7;621;4;2021-10-28
Castilla y León Exterior;FACEBOOK;2025;0;792;0;2021-10-28
Comunicación Junta de Castilla y León;TWITTER;59403;18;66711;32;2021-10-28
CREFES Formación y Estudios Sociales;FACEBOOK;6456;1;3309;0;2021-10-28
Atención al ciudadano 012;TWITTER;25839;11;10112;6;2021-10-27
Patrimonio Natural;TWITTER;23344;6;7893;1;2021-10-27
Salud+JCYL;TWITTER;38537;12;35652;17;2021-10-27
FUESCYL Fundación Universidades;TWITTER;21291;6;3393;5;2021-10-27
sacylinnova;TWITTER;812;4;324;2;2021-10-27
Patrimonio Castilla y León;TWITTER;797;2;617;4;2021-10-27
Comunicación Junta de Castilla y León;FACEBOOK;10756;3;27890;2;2021-10-26
Instituto de la Juventud de Castilla y León;FACEBOOK;14481;7;13655;4;2021-10-26
Salud+JCYL;FACEBOOK;12868;3;21141;2;2021-10-26
ECLAP Escuela de Administración Pública;FACEBOOK;4729;1;3204;0;2021-10-26
Empresas JCYL - ICE;TWITTER;6820;4;2501;2;2021-10-26
Energía EREN;TWITTER;16036;6;3006;1;2021-10-25
Castilla y León Digital;FACEBOOK;5938;3;2452;0;2021-10-25
Tierra de Sabor;FACEBOOK;10876;4;47831;-1;2021-10-25
Instituto de la Juventud de Castilla y León;FACEBOOK;14474;7;13651;2;2021-10-25
Tierra de Sabor;TWITTER;40730;0;27482;0;2021-10-25
Patrimonio Natural;TWITTER;23333;3;7891;-1;2021-10-25
Cultura de Castilla y León;TWITTER;27405;9;10722;5;2021-10-25
Marca Territorio;TWITTER;39032;2;14382;7;2021-10-24
Salud+JCYL;TWITTER;38501;12;35615;13;2021-10-24
Patrimonio Natural;TWITTER;23330;3;7892;1;2021-10-24
ECLAP Escuela de Administración Pública;FACEBOOK;4727;2;3204;0;2021-10-24
Patrimonio Natural;FACEBOOK;3485;1;6369;2;2021-10-24
Castilla y León Digital;TWITTER;20380;7;5483;2;2021-10-24
Marca Territorio;TWITTER;39030;2;14375;0;2021-10-23
Castilla y León Digital;TWITTER;20373;7;5481;0;2021-10-23
Educación;TWITTER;36313;3;50241;17;2021-10-22
Pasarela Castilla y León;TWITTER;1711;0;609;0;2021-10-22
Patrimonio Castilla y León;TWITTER;775;6;601;4;2021-10-22
ECLAP Escuela de Administración Pública;TWITTER;26213;12;4514;4;2021-10-22
Turismo Castilla y León es Vida;FACEBOOK;22907;4;82759;14;2021-10-22
CREFES Formación y Estudios Sociales;FACEBOOK;6454;0;3310;0;2021-10-22
Comunicación Junta de Castilla y León;TWITTER;59307;18;66552;43;2021-10-21
Turismo Castilla y León es Vida;FACEBOOK;22903;6;82745;16;2021-10-21
Empleo en Castilla y León;TWITTER;15031;13;6415;16;2021-10-21
Centro de Emergencias Castilla y León 112;FACEBOOK;17069;6;17708;3;2021-10-21
FUESCYL Fundación Universidades;FACEBOOK;11853;6;2831;1;2021-10-21
Pasarela Castilla y León;FACEBOOK;672;0;5759;0;2021-10-21
Castilla y León Digital;FACEBOOK;5927;3;2453;1;2021-10-21
Centro de Emergencias Castilla y León 112;TWITTER;28502;7;74904;17;2021-10-20
Pasarela Castilla y León;TWITTER;1713;0;609;1;2021-10-20
ECLAP Escuela de Administración Pública;FACEBOOK;4721;1;3203;0;2021-10-20
Museos de Castilla y León;FACEBOOK;7304;3;6833;-1;2021-10-20
Pasarela Castilla y León;FACEBOOK;672;0;5759;0;2021-10-20
Castilla y León Exterior;FACEBOOK;2024;0;790;-1;2021-10-20
FUESCYL Fundación Universidades;FACEBOOK;11847;7;2830;1;2021-10-20
Comunicación Junta de Castilla y León;TWITTER;59272;12;66480;14;2021-10-19
Gobierno Abierto de Castilla y León Transparencia;TWITTER;5012;6;3125;-2;2021-10-19
Marca Territorio;FACEBOOK;4567;5;2554;0;2021-10-19
Salud+JCYL;FACEBOOK;12859;1;21122;2;2021-10-19
FUESCYL Fundación Universidades;FACEBOOK;11840;8;2829;0;2021-10-19
Familia;TWITTER;4014;8;2055;4;2021-10-18
Museos de Castilla y León;TWITTER;29289;9;24233;4;2021-10-18
FUESCYL Fundación Universidades;FACEBOOK;11827;3;2830;0;2021-10-17
Museos de Castilla y León;FACEBOOK;7297;2;6834;-1;2021-10-17
Turismo Castilla y León es Vida;FACEBOOK;22886;2;82721;4;2021-10-17
Salud+JCYL;TWITTER;38415;11;35532;12;2021-10-17
CREFES Formación y Estudios Sociales;FACEBOOK;6454;0;3309;1;2021-10-17
ECLAP Escuela de Administración Pública;FACEBOOK;4716;1;3202;0;2021-10-16
Empleo en Castilla y León;FACEBOOK;6543;2;9511;6;2021-10-16
Instituto de la Juventud de Castilla y León;TWITTER;43649;10;18124;-1;2021-10-16
ECLAP Escuela de Administración Pública;FACEBOOK;4715;1;3202;1;2021-10-15
Instituto de la Juventud de Castilla y León;FACEBOOK;14431;6;13634;-1;2021-10-15
Salud+JCYL;TWITTER;38393;11;35517;15;2021-10-15
Energía EREN;TWITTER;15998;4;2998;2;2021-10-15
FUESCYL Fundación Universidades;TWITTER;21229;8;3377;3;2021-10-15
Deporte en Castilla y León;TWITTER;965;6;400;0;2021-10-15
Castilla y León Exterior;FACEBOOK;2024;0;790;1;2021-10-15
Turismo Castilla y León es Vida;TWITTER;65819;18;111255;11;2021-10-15
Cultura de Castilla y León;TWITTER;27321;10;10676;7;2021-10-15
Marca Territorio;TWITTER;38999;6;14339;7;2021-10-15
Empresas JCYL - ICE;TWITTER;6784;12;2483;2;2021-10-15
Empleo en Castilla y León;FACEBOOK;6541;5;9505;7;2021-10-15
ECLAP Escuela de Administración Pública;TWITTER;26135;12;4485;5;2021-10-14
sacylinnova;TWITTER;799;1;317;1;2021-10-14
Comunicación Junta de Castilla y León;FACEBOOK;10595;21;27851;3;2021-10-14
Centro de Emergencias Castilla y León 112;FACEBOOK;17029;7;17705;-1;2021-10-14
FUESCYL Fundación Universidades;TWITTER;21221;6;3374;0;2021-10-14
Centro de Emergencias Castilla y León 112;TWITTER;28454;4;74840;6;2021-10-13
Educación;TWITTER;36273;8;50114;3;2021-10-13
Centro de Emergencias Castilla y León 112;FACEBOOK;17022;5;17706;6;2021-10-13
Salud+JCYL;TWITTER;38370;11;35487;10;2021-10-13
Museos de Castilla y León;FACEBOOK;7286;2;6839;0;2021-10-12
Centro de Emergencias Castilla y León 112;TWITTER;28450;7;74834;8;2021-10-12
Pasarela Castilla y León;FACEBOOK;672;0;5760;0;2021-10-12
CREFES Formación y Estudios Sociales;FACEBOOK;6451;0;3307;0;2021-10-12
Instituto de la Juventud de Castilla y León;FACEBOOK;14414;;13634;;2021-10-12
Museos de Castilla y León;TWITTER;29232;9;24186;8;2021-10-12
FUESCYL Fundación Universidades;TWITTER;21208;3;3372;3;2021-10-12
Trabajo y Prevención de Castilla y León;TWITTER;10564;5;2552;3;2021-10-12
Castilla y León Exterior;FACEBOOK;2024;0;789;0;2021-10-12
Patrimonio Natural;FACEBOOK;3466;1;6355;1;2021-10-12
Museos de Castilla y León;TWITTER;29223;9;24178;5;2021-10-11
Naturaleza Castilla y León;TWITTER;3417;5;6177;-2;2021-10-11
Patrimonio Castilla y León;TWITTER;684;4;562;3;2021-10-11
Educación;TWITTER;36259;5;50085;1;2021-10-11
Patrimonio Natural;TWITTER;23286;5;7869;-1;2021-10-11
Castilla y León Exterior;FACEBOOK;2024;0;789;-1;2021-10-11
Naturaleza Castilla y León;TWITTER;3412;2;6179;1;2021-10-10
Salud+JCYL;TWITTER;38336;12;35448;17;2021-10-10
FUESCYL Fundación Universidades;FACEBOOK;11788;4;2814;2;2021-10-10
Castilla y León Digital;FACEBOOK;5895;3;2450;0;2021-10-10
Pasarela Castilla y León;FACEBOOK;671;0;5761;0;2021-10-10
Castilla y León Digital;TWITTER;20283;6;5471;-1;2021-10-10
FUESCYL Fundación Universidades;FACEBOOK;11784;4;2812;1;2021-10-09
Patrimonio Castilla y León;TWITTER;675;4;555;4;2021-10-09
Tierra de Sabor;TWITTER;40709;1;27431;1;2021-10-09
Marca Territorio;TWITTER;38972;3;14297;2;2021-10-09
Museos de Castilla y León;TWITTER;29205;10;24172;4;2021-10-09
FUESCYL Fundación Universidades;TWITTER;21197;4;3375;1;2021-10-09
Empresas JCYL - ICE;TWITTER;6768;0;2472;0;2021-10-09
Castilla y León Digital;FACEBOOK;5889;3;2450;0;2021-10-08
Empleo en Castilla y León;FACEBOOK;6519;4;9448;8;2021-10-08
Castilla y León Digital;TWITTER;20272;7;5470;2;2021-10-08
Turismo Castilla y León es Vida;TWITTER;65692;19;111137;15;2021-10-08
Pasarela Castilla y León;TWITTER;1724;0;607;0;2021-10-08
Empleo en Castilla y León;TWITTER;14889;9;6319;7;2021-10-07
Centro de Emergencias Castilla y León 112;FACEBOOK;16984;5;17694;7;2021-10-07
Turismo Castilla y León es Vida;FACEBOOK;22853;7;82631;22;2021-10-07
Trabajo y Prevención de Castilla y León;TWITTER;10518;9;2526;6;2021-10-06
Educación;TWITTER;36218;5;50032;17;2021-10-06
Pasarela Castilla y León;TWITTER;1704;24;604;1;2021-10-06
Familia;TWITTER;3934;16;2013;5;2021-10-06
Educación;TWITTER;36213;15;50015;16;2021-10-05
Instituto de la Juventud de Castilla y León;FACEBOOK;14394;;13627;;2021-10-05
Centro de Emergencias Castilla y León 112;TWITTER;28399;6;74767;7;2021-10-05
Energía EREN;TWITTER;15955;2;2989;-1;2021-10-05
Tierra de Sabor;FACEBOOK;10824;3;47821;1;2021-10-05
Familia;TWITTER;3910;6;2004;8;2021-10-04
Instituto de la Juventud de Castilla y León;TWITTER;43481;24;18075;1;2021-10-04
Patrimonio Natural;FACEBOOK;3452;2;6341;0;2021-10-04
Comunicación Junta de Castilla y León;FACEBOOK;10424;10;27831;3;2021-10-03
Trabajo y Prevención de Castilla y León;TWITTER;10491;5;2512;1;2021-10-03
Patrimonio Natural;FACEBOOK;3450;1;6341;0;2021-10-03
Turismo Castilla y León es Vida;TWITTER;65544;17;110944;34;2021-10-02
CREFES Formación y Estudios Sociales;FACEBOOK;6445;0;3309;0;2021-10-02
Naturaleza Castilla y León;TWITTER;3368;4;6133;5;2021-10-02
Castilla y León Digital;TWITTER;20219;7;5461;1;2021-10-01
Empresas JCYL - ICE;TWITTER;6742;3;2456;1;2021-10-01
Trabajo y Prevención de Castilla y León;TWITTER;10480;12;2509;4;2021-10-01
Educación;TWITTER;36168;17;49944;10;2021-09-30
Tierra de Sabor;TWITTER;40698;1;27395;4;2021-09-30
sacylinnova;TWITTER;783;1;310;0;2021-09-29
Familia;TWITTER;3884;3;1976;5;2021-09-29
Instituto de la Juventud de Castilla y León;TWITTER;43414;11;18070;6;2021-09-29
Universidades e Investigación - JCyL;TWITTER;15630;12;2695;3;2021-09-29
Empleo en Castilla y León;FACEBOOK;6491;4;9364;3;2021-09-29
Tierra de Sabor;TWITTER;40695;2;27391;8;2021-09-28
Turismo Castilla y León es Vida;FACEBOOK;22800;5;82596;-6;2021-09-28
CREFES Formación y Estudios Sociales;FACEBOOK;6442;1;3310;0;2021-09-28
ECLAP Escuela de Administración Pública;FACEBOOK;4693;1;3179;0;2021-09-28
Turismo Castilla y León es Vida;TWITTER;65463;17;110833;16;2021-09-28
Pasarela Castilla y León;FACEBOOK;657;1;5761;-1;2021-09-28
Salud+JCYL;TWITTER;38194;12;35302;9;2021-09-28
Patrimonio Natural;TWITTER;23233;7;7849;3;2021-09-27
Centro de Emergencias Castilla y León 112;TWITTER;28343;8;74688;9;2021-09-26
Salud+JCYL;TWITTER;38168;11;35286;11;2021-09-26
Patrimonio Castilla y León;TWITTER;592;7;508;10;2021-09-26
Museos de Castilla y León;TWITTER;29085;9;24112;7;2021-09-26
Salud+JCYL;FACEBOOK;12842;0;21088;3;2021-09-25
Castilla y León Digital;TWITTER;20178;6;5455;0;2021-09-25
Turismo Castilla y León es Vida;FACEBOOK;22784;7;82591;4;2021-09-25
Empresas JCYL - ICE;TWITTER;6721;0;2440;0;2021-09-25
Instituto de la Juventud de Castilla y León;TWITTER;43355;13;18059;12;2021-09-24
Marca Territorio;TWITTER;38908;4;14246;2;2021-09-24
Comunicación Junta de Castilla y León;FACEBOOK;10307;4;27778;22;2021-09-24
Centro de Emergencias Castilla y León 112;FACEBOOK;16919;7;17663;9;2021-09-24
Centro de Emergencias Castilla y León 112;TWITTER;28329;12;74657;26;2021-09-24
Salud+JCYL;TWITTER;38145;12;35261;21;2021-09-24
Turismo Castilla y León es Vida;TWITTER;65367;24;110705;10;2021-09-23
Turismo Castilla y León es Vida;FACEBOOK;22772;6;82583;2;2021-09-23
Pasarela Castilla y León;FACEBOOK;656;0;5760;-1;2021-09-23
Marca Territorio;TWITTER;38904;4;14244;4;2021-09-23
Castilla y León Exterior;FACEBOOK;2024;0;791;0;2021-09-22
Deporte en Castilla y León;TWITTER;762;26;347;3;2021-09-22
Museos de Castilla y León;FACEBOOK;7242;2;6826;1;2021-09-22
sacylinnova;TWITTER;774;2;310;2;2021-09-22
Centro de Emergencias Castilla y León 112;TWITTER;28300;7;74630;12;2021-09-21
Patrimonio Castilla y León;TWITTER;555;14;480;3;2021-09-21
CREFES Formación y Estudios Sociales;FACEBOOK;6438;1;3309;0;2021-09-21
Turismo Castilla y León es Vida;TWITTER;65300;21;110648;23;2021-09-20
Archivos de Castilla y León;FACEBOOK;7545;3;5624;1;2021-09-20
Atención al ciudadano 012;TWITTER;25525;10;9963;-5;2021-09-20
ECLAP Escuela de Administración Pública;FACEBOOK;4685;1;3178;0;2021-09-20
Patrimonio Castilla y León;TWITTER;533;12;475;7;2021-09-19
Tierra de Sabor;TWITTER;40684;1;27343;0;2021-09-19
Instituto de la Juventud de Castilla y León;FACEBOOK;14328;0;13609;1;2021-09-19
Castilla y León Exterior;FACEBOOK;2024;0;791;0;2021-09-19
Marca Territorio;FACEBOOK;4466;1;2552;0;2021-09-19
Archivos de Castilla y León;FACEBOOK;7542;3;5623;2;2021-09-19
Marca Territorio;TWITTER;38881;3;14214;0;2021-09-18
ECLAP Escuela de Administración Pública;TWITTER;25898;11;4413;2;2021-09-17
Empresas JCYL - ICE;TWITTER;6697;4;2425;4;2021-09-17
Museos de Castilla y León;TWITTER;29006;10;24044;4;2021-09-17
Tierra de Sabor;TWITTER;40682;2;27339;1;2021-09-17
Museos de Castilla y León;FACEBOOK;7232;2;6825;1;2021-09-17
Castilla y León Digital;TWITTER;20122;6;5438;-5;2021-09-17
Museos de Castilla y León;FACEBOOK;7230;2;6824;0;2021-09-16
Turismo Castilla y León es Vida;FACEBOOK;22734;6;82508;6;2021-09-15
Familia;TWITTER;3804;0;1923;4;2021-09-14
Comunicación Junta de Castilla y León;FACEBOOK;10220;25;27679;-1;2021-09-14
CREFES Formación y Estudios Sociales;FACEBOOK;6429;1;3307;0;2021-09-14
Educación;TWITTER;36006;15;49703;20;2021-09-13
Comunicación Junta de Castilla y León;TWITTER;58768;13;65576;19;2021-09-13
Museos de Castilla y León;TWITTER;28969;9;24033;2;2021-09-13
FUESCYL Fundación Universidades;TWITTER;21047;1;3343;-3;2021-09-12
CREFES Formación y Estudios Sociales;FACEBOOK;6426;1;3307;0;2021-09-11
Patrimonio Natural;FACEBOOK;3425;1;6325;0;2021-09-11
Centro de Emergencias Castilla y León 112;FACEBOOK;16842;6;17648;1;2021-09-11
Familia;TWITTER;3788;1;1913;4;2021-09-10
Comunicación Junta de Castilla y León;TWITTER;58732;15;65544;19;2021-09-10
Atención al ciudadano 012;TWITTER;25442;10;9922;3;2021-09-09
Centro de Emergencias Castilla y León 112;TWITTER;28214;8;74549;4;2021-09-09
ECLAP Escuela de Administración Pública;TWITTER;25817;11;4398;0;2021-09-08
Castilla y León Exterior;FACEBOOK;2014;0;790;0;2021-09-07
Energía EREN;TWITTER;15850;4;2954;2;2021-09-07
Centro de Emergencias Castilla y León 112;TWITTER;28190;9;74542;8;2021-09-06
ECLAP Escuela de Administración Pública;FACEBOOK;4668;1;3173;0;2021-09-06
CREFES Formación y Estudios Sociales;FACEBOOK;6417;2;3307;0;2021-09-05
Marca Territorio;FACEBOOK;4415;1;2549;0;2021-09-05
Instituto de la Juventud de Castilla y León;TWITTER;43117;3;18003;3;2021-09-05
Pasarela Castilla y León;TWITTER;1659;0;595;0;2021-09-05
Pasarela Castilla y León;FACEBOOK;648;0;5761;1;2021-09-04
Cultura de Castilla y León;TWITTER;26941;6;10450;2;2021-09-04
FUESCYL Fundación Universidades;TWITTER;21022;5;3342;0;2021-09-03
Pasarela Castilla y León;FACEBOOK;648;2;5760;0;2021-09-03
Empresas JCYL - ICE;TWITTER;6646;4;2404;1;2021-09-02
Educación;TWITTER;35845;14;49523;13;2021-09-01
Museos de Castilla y León;TWITTER;28856;11;23980;7;2021-09-01
Universidades e Investigación - JCyL;TWITTER;15377;2;2649;-1;2021-09-01
FUESCYL Fundación Universidades;TWITTER;21015;3;3341;0;2021-09-01
Centro de Emergencias Castilla y León 112;FACEBOOK;16779;12;17633;1;2021-09-01
Familia;TWITTER;3750;4;1892;4;2021-08-31
Castilla y León Exterior;FACEBOOK;2011;0;790;0;2021-08-31
Archivos de Castilla y León;FACEBOOK;7490;2;5608;0;2021-08-30
Comunicación Junta de Castilla y León;FACEBOOK;10000;17;27613;5;2021-08-30
Empresas JCYL - ICE;TWITTER;6625;0;2401;1;2021-08-29
Castilla y León Exterior;FACEBOOK;2010;0;790;0;2021-08-29
ECLAP Escuela de Administración Pública;FACEBOOK;4659;2;3171;0;2021-08-29
ECLAP Escuela de Administración Pública;TWITTER;25718;7;4373;0;2021-08-28
Turismo Castilla y León es Vida;TWITTER;64790;18;110068;42;2021-08-26
Patrimonio Natural;FACEBOOK;3405;1;6307;0;2021-08-25
Patrimonio Natural;TWITTER;23071;10;7789;4;2021-08-24
sacylinnova;TWITTER;738;1;294;0;2021-08-24
Turismo Castilla y León es Vida;TWITTER;64755;16;110021;19;2021-08-24
Archivos de Castilla y León;FACEBOOK;7477;1;5604;0;2021-08-24
Marca Territorio;FACEBOOK;4374;5;2545;0;2021-08-24
Salud+JCYL;TWITTER;37775;12;34843;20;2021-08-24
Universidades e Investigación - JCyL;TWITTER;15353;2;2640;-2;2021-08-24
Instituto de la Juventud de Castilla y León;FACEBOOK;14237;6;13506;0;2021-08-24
Instituto de la Juventud de Castilla y León;TWITTER;42963;4;17960;0;2021-08-22
Cultura de Castilla y León;TWITTER;26789;6;10390;8;2021-08-22
Universidades e Investigación - JCyL;TWITTER;15341;5;2642;1;2021-08-21
Pasarela Castilla y León;FACEBOOK;631;0;5756;0;2021-08-20
Pasarela Castilla y León;TWITTER;1647;0;592;0;2021-08-20
Tierra de Sabor;FACEBOOK;10653;6;46832;130;2021-08-20
Tierra de Sabor;TWITTER;40406;5;27246;5;2021-08-20
Trabajo y Prevención de Castilla y León;TWITTER;10121;9;2406;3;2021-08-19
Museos de Castilla y León;FACEBOOK;7171;2;6815;1;2021-08-18
ECLAP Escuela de Administración Pública;FACEBOOK;4645;1;3170;0;2021-08-18
sacylinnova;TWITTER;729;3;294;-1;2021-08-18
Tierra de Sabor;TWITTER;40386;8;27233;3;2021-08-17
Energía EREN;TWITTER;15791;5;2942;-1;2021-08-17
FUESCYL Fundación Universidades;TWITTER;20969;3;3336;-2;2021-08-17
Atención al ciudadano 012;TWITTER;25238;0;9810;8;2021-08-16
Pasarela Castilla y León;TWITTER;1646;1;592;0;2021-08-16
Patrimonio Natural;FACEBOOK;3394;1;6304;0;2021-08-16
Centro de Emergencias Castilla y León 112;FACEBOOK;16633;8;17556;-1;2021-08-15
Marca Territorio;FACEBOOK;4346;2;2543;-1;2021-08-15
Educación;TWITTER;35706;8;49256;2;2021-08-14
Educación;TWITTER;35698;14;49254;11;2021-08-13
Patrimonio Natural;TWITTER;22986;4;7753;0;2021-08-12
Patrimonio Natural;FACEBOOK;3390;1;6302;0;2021-08-12
Educación;TWITTER;35678;9;49231;7;2021-08-11
Archivos de Castilla y León;FACEBOOK;7449;3;5597;-1;2021-08-11
Castilla y León Digital;FACEBOOK;5729;3;2442;0;2021-08-11
Pasarela Castilla y León;FACEBOOK;627;1;5751;0;2021-08-10
Universidades e Investigación - JCyL;TWITTER;15305;3;2636;0;2021-08-10
Salud+JCYL;TWITTER;37588;9;34569;26;2021-08-09
Museos de Castilla y León;FACEBOOK;7151;2;6818;1;2021-08-09
Salud+JCYL;TWITTER;37579;14;34543;27;2021-08-08
ECLAP Escuela de Administración Pública;FACEBOOK;4631;1;3168;0;2021-08-08
Turismo Castilla y León es Vida;FACEBOOK;22539;2;82242;1;2021-08-08
Tierra de Sabor;TWITTER;40331;3;27211;2;2021-08-07
Instituto de la Juventud de Castilla y León;TWITTER;42846;5;17950;-1;2021-08-07
Empresas JCYL - ICE;TWITTER;6552;2;2371;0;2021-08-07
Archivos de Castilla y León;FACEBOOK;7438;3;5594;0;2021-08-07
Educación;TWITTER;35650;5;49182;2;2021-08-07
Tierra de Sabor;TWITTER;40304;6;27207;-1;2021-08-03
Pasarela Castilla y León;FACEBOOK;622;0;5754;0;2021-08-03
Universidades e Investigación - JCyL;TWITTER;15269;10;2631;3;2021-08-03
CREFES Formación y Estudios Sociales;FACEBOOK;6382;0;3308;0;2021-08-02
sacylinnova;TWITTER;711;0;291;0;2021-08-01
Centro de Emergencias Castilla y León 112;TWITTER;27741;9;73851;6;2021-08-01
Tierra de Sabor;FACEBOOK;10589;1;46699;5;2021-08-01
Salud+JCYL;TWITTER;37480;12;34378;14;2021-07-31
Empleo en Castilla y León;FACEBOOK;6333;2;9059;8;2021-07-31
ECLAP Escuela de Administración Pública;TWITTER;25485;7;4333;0;2021-07-31
Comunicación Junta de Castilla y León;TWITTER;58182;15;64452;16;2021-07-30
FUESCYL Fundación Universidades;TWITTER;20922;7;3339;0;2021-07-30
Turismo Castilla y León es Vida;TWITTER;64350;19;109444;20;2021-07-30
Cultura de Castilla y León;TWITTER;26614;9;10304;4;2021-07-30
Gobierno Abierto de Castilla y León Transparencia;TWITTER;4526;7;3001;1;2021-07-30
Pasarela Castilla y León;TWITTER;1637;1;591;0;2021-07-28
Pasarela Castilla y León;FACEBOOK;620;1;5754;0;2021-07-28
Salud+JCYL;TWITTER;37434;11;34322;18;2021-07-27
Tierra de Sabor;FACEBOOK;10573;;46691;;2021-07-27
Castilla y León Digital;FACEBOOK;5689;2;2441;0;2021-07-27
CREFES Formación y Estudios Sociales;FACEBOOK;6381;0;3308;0;2021-07-27
Energía EREN;TWITTER;15763;3;2943;2;2021-07-26
Trabajo y Prevención de Castilla y León;TWITTER;9923;11;2369;-1;2021-07-26
Comunicación Junta de Castilla y León;TWITTER;58125;16;64375;22;2021-07-26
Museos de Castilla y León;TWITTER;28506;9;23766;3;2021-07-25
FUESCYL Fundación Universidades;TWITTER;20903;3;3336;0;2021-07-25
Castilla y León Exterior;FACEBOOK;1999;0;789;0;2021-07-25
FUESCYL Fundación Universidades;FACEBOOK;11487;3;2773;0;2021-07-25
CREFES Formación y Estudios Sociales;FACEBOOK;6379;1;3308;-1;2021-07-24
Salud+JCYL;TWITTER;37408;6;34255;18;2021-07-24
Marca Territorio;FACEBOOK;4304;4;2541;0;2021-07-23
Salud+JCYL;FACEBOOK;12776;4;20716;17;2021-07-23
Turismo Castilla y León es Vida;TWITTER;64206;18;109302;12;2021-07-22
CREFES Formación y Estudios Sociales;FACEBOOK;6378;0;3308;0;2021-07-22
Patrimonio Natural;FACEBOOK;3368;1;6265;0;2021-07-21
Trabajo y Prevención de Castilla y León;TWITTER;9886;8;2362;2;2021-07-21
Instituto de la Juventud de Castilla y León;TWITTER;42693;15;17920;7;2021-07-20
Empresas JCYL - ICE;TWITTER;6488;3;2347;1;2021-07-20
Energía EREN;TWITTER;15750;3;2937;-1;2021-07-19
Educación;TWITTER;35491;4;48989;13;2021-07-18
Salud+JCYL;TWITTER;37360;0;34135;15;2021-07-17
Empleo en Castilla y León;FACEBOOK;6303;0;9006;5;2021-07-16
Centro de Emergencias Castilla y León 112;FACEBOOK;16385;11;17289;2;2021-07-16
Familia;TWITTER;3541;5;1810;2;2021-07-16
Empleo en Castilla y León;TWITTER;14186;5;5803;3;2021-07-15
Tierra de Sabor;TWITTER;40205;7;27188;-1;2021-07-15
